IDN: HEWLETT-PACKARD,34420A,0,9.0-5.0-2.0
 
Nr.     Date                   Data_on_Ch_1_[V]   Data_on_Ch_2_[V]   
383     2017-10-13 12:54:56    +1.60660000E-01    +1.37660000E-01    
384     2017-10-13 12:54:57    +1.53430000E-01    +1.36420000E-01    
385     2017-10-13 12:54:57    +1.19860000E-01    +1.11440000E-01    
386     2017-10-13 12:54:58    +1.07260000E-01    +8.44300000E-02    
387     2017-10-13 12:54:59    +1.35690000E-01    +1.01160000E-01    
388     2017-10-13 12:55:00    +1.12910000E-01    +9.08100000E-02    
389     2017-10-13 12:55:01    +1.15680000E-01    +8.67150000E-02    
390     2017-10-13 12:55:01    +1.17710000E-01    +7.06830000E-02    
391     2017-10-13 12:55:02    +1.57160000E-01    +8.68000000E-02    
392     2017-10-13 12:55:03    +1.29070000E-01    +1.00506000E-01    
393     2017-10-13 12:55:04    +1.03080000E-01    +7.22640000E-02    
394     2017-10-13 12:55:04    +1.41050000E-01    +7.69100000E-02    
395     2017-10-13 12:55:05    +1.55010000E-01    +1.16020000E-01    
396     2017-10-13 12:55:06    +1.48120000E-01    +1.13760000E-01    
397     2017-10-13 12:55:07    +1.20310000E-01    +7.40760000E-02    
398     2017-10-13 12:55:07    +1.27430000E-01    +1.03820000E-01    
399     2017-10-13 12:55:08    +1.39420000E-01    +1.02748000E-01    
400     2017-10-13 12:55:09    +1.49250000E-01    +9.46750000E-02    
401     2017-10-13 12:55:10    +9.62400000E-02    +1.01071000E-01    
402     2017-10-13 12:55:10    +1.13530000E-01    +9.75150000E-02    
403     2017-10-13 12:55:11    +1.01160000E-01    +4.58560000E-02    
404     2017-10-13 12:55:12    +1.33540000E-01    +8.05110000E-02    
405     2017-10-13 12:55:13    +1.02910000E-01    +8.29330000E-02    
406     2017-10-13 12:55:14    +1.15230000E-01    +5.81680000E-02    
407     2017-10-13 12:55:14    +1.29530000E-01    +5.62880000E-02    
408     2017-10-13 12:55:15    +1.00902000E-01    +4.80860000E-02    
409     2017-10-13 12:55:16    +6.06800000E-02    +5.94890000E-02    
410     2017-10-13 12:55:17    +1.13310000E-01    +9.46190000E-02    
411     2017-10-13 12:55:18    +1.12130000E-01    +9.89710000E-02    
412     2017-10-13 12:55:18    +8.75560000E-02    +5.14950000E-02    
413     2017-10-13 12:55:19    +7.30100000E-02    +1.03707000E-01    
414     2017-10-13 12:55:20    +1.20710000E-01    +1.02674000E-01    
415     2017-10-13 12:55:21    +1.14670000E-01    +6.96670000E-02    
416     2017-10-13 12:55:22    +9.23400000E-02    +9.87060000E-02    
417     2017-10-13 12:55:22    +1.30600000E-01    +7.66670000E-02    
418     2017-10-13 12:55:23    +1.11198000E-01    +5.23020000E-02    
419     2017-10-13 12:55:24    +9.73110000E-02    +9.81070000E-02    
420     2017-10-13 12:55:25    +6.59920000E-02    +8.52700000E-02    
421     2017-10-13 12:55:26    +7.49400000E-02    +9.95190000E-02    
422     2017-10-13 12:55:26    +8.03000000E-02    +1.02347000E-01    
423     2017-10-13 12:55:27    +1.23930000E-01    +8.37520000E-02    
424     2017-10-13 12:55:28    +1.33310000E-01    +9.44660000E-02    
425     2017-10-13 12:55:29    +1.40720000E-01    +9.28570000E-02    
426     2017-10-13 12:55:30    +1.31620000E-01    +8.64330000E-02    
427     2017-10-13 12:55:31    +1.26760000E-01    +5.20540000E-02    
428     2017-10-13 12:55:31    +1.13349000E-01    +5.80320000E-02    
429     2017-10-13 12:55:32    +7.26200000E-02    +7.49340000E-02    
430     2017-10-13 12:55:33    +5.67280000E-02    +4.16440000E-02    
431     2017-10-13 12:55:34    +6.55180000E-02    +9.00010000E-02    
432     2017-10-13 12:55:35    +1.03363000E-01    +5.26470000E-02    
433     2017-10-13 12:55:35    +7.17500000E-02    +8.08220000E-02    
434     2017-10-13 12:55:36    +1.08652000E-01    +1.15161000E-01    
435     2017-10-13 12:55:37    +9.24500000E-02    +1.13547000E-01    
436     2017-10-13 12:55:38    +1.11440000E-01    +1.10831000E-01    
437     2017-10-13 12:55:39    +1.22520000E-01    +6.14140000E-02    
438     2017-10-13 12:55:40    +1.48400000E-01    +8.06240000E-02    
439     2017-10-13 12:55:41    +1.41510000E-01    +1.14563000E-01    
440     2017-10-13 12:55:41    +1.05900000E-01    +1.15031000E-01    
441     2017-10-13 12:55:42    +1.20880000E-01    +1.15015000E-01    
442     2017-10-13 12:55:43    +1.02000000E-01    +1.12999000E-01    
443     2017-10-13 12:55:43    +1.05508000E-01    +7.64750000E-02    
444     2017-10-13 12:55:44    +9.88400000E-02    +5.12750000E-02    
445     2017-10-13 12:55:45    +1.08274000E-01    +7.16770000E-02    
446     2017-10-13 12:55:45    +9.08700000E-02    +9.96430000E-02    
447     2017-10-13 12:55:46    +1.08269000E-01    +6.94300000E-02    
448     2017-10-13 12:55:47    +8.39800000E-02    +8.74040000E-02    
449     2017-10-13 12:55:48    +1.24890000E-01    +1.01647000E-01    
450     2017-10-13 12:55:49    +7.23900000E-02    +9.03900000E-02    
451     2017-10-13 12:55:50    +1.17940000E-01    +8.21200000E-02    
452     2017-10-13 12:55:50    +1.06236000E-01    +5.84330000E-02    
453     2017-10-13 12:55:50    +6.21600000E-02    +7.69660000E-02    
454     2017-10-13 12:55:51    +4.76000000E-02    +5.92970000E-02    
455     2017-10-13 12:55:51    +4.72560000E-02    +2.20950000E-02    
456     2017-10-13 12:55:52    +6.73640000E-02    +7.72150000E-02    
457     2017-10-13 12:55:53    +7.34940000E-02    +8.56030000E-02    
458     2017-10-13 12:55:53    +7.57470000E-02    +2.89540000E-02    
459     2017-10-13 12:55:54    +1.14354000E-01    +5.45100000E-02    
460     2017-10-13 12:55:55    +1.06084000E-01    +9.48220000E-02    
461     2017-10-13 12:55:55    +5.53300000E-02    +7.78470000E-02    
462     2017-10-13 12:55:56    +5.55650000E-02    +2.95810000E-02    
463     2017-10-13 12:55:56    +1.08444000E-01    +6.13800000E-02    
464     2017-10-13 12:55:57    +9.62160000E-02    +3.68400000E-02    
465     2017-10-13 12:55:57    +5.72020000E-02    +5.35900000E-02    
466     2017-10-13 12:55:58    +1.07128000E-01    +8.89960000E-02    
467     2017-10-13 12:55:58    +1.15664000E-01    +8.98770000E-02    
468     2017-10-13 12:55:59    +7.04100000E-02    +6.09230000E-02    
469     2017-10-13 12:56:00    +1.19580000E-01    +6.14140000E-02    
470     2017-10-13 12:56:01    +1.30600000E-01    +6.23230000E-02    
471     2017-10-13 12:56:02    +1.47440000E-01    +7.55440000E-02    
472     2017-10-13 12:56:03    +6.10300000E-02    +7.09820000E-02    
473     2017-10-13 12:56:03    +4.69730000E-02    +4.43540000E-02    
474     2017-10-13 12:56:03    +3.60950000E-02    +5.56440000E-02    
475     2017-10-13 12:56:04    +1.04853000E-01    +6.93850000E-02    
476     2017-10-13 12:56:04    +8.40900000E-02    +3.65520000E-02    
477     2017-10-13 12:56:05    +8.66650000E-02    +4.63410000E-02    
478     2017-10-13 12:56:07    +7.82100000E-02    +5.80940000E-02    
479     2017-10-13 12:56:07    +1.01223000E-01    +7.35850000E-02    
480     2017-10-13 12:56:07    +8.56430000E-02    +9.09490000E-02    
481     2017-10-13 12:56:08    +1.17798000E-01    +7.47480000E-02    
482     2017-10-13 12:56:09    +7.66610000E-02    +5.68640000E-02    
483     2017-10-13 12:56:10    +8.78800000E-02    +1.11142000E-01    
484     2017-10-13 12:56:10    +1.08670000E-01    +9.35630000E-02    
485     2017-10-13 12:56:11    +1.00264000E-01    +7.56230000E-02    
486     2017-10-13 12:56:11    +1.18729000E-01    +5.87040000E-02    
487     2017-10-13 12:56:12    +7.10400000E-02    +7.11690000E-02    
488     2017-10-13 12:56:13    +1.13760000E-01    +5.32900000E-02    
489     2017-10-13 12:56:15    +1.15850000E-01    +9.19710000E-02    
490     2017-10-13 12:56:16    +9.94170000E-02    +5.51530000E-02    
491     2017-10-13 12:56:16    +1.05886000E-01    +9.58210000E-02    
492     2017-10-13 12:56:17    +7.21400000E-02    +8.59020000E-02    
493     2017-10-13 12:56:18    +7.39700000E-02    +7.12310000E-02    
494     2017-10-13 12:56:19    +1.10540000E-01    +1.11881000E-01    
495     2017-10-13 12:56:20    +1.25400000E-01    +6.61670000E-02    
496     2017-10-13 12:56:22    +1.38230000E-01    +1.10058000E-01    
497     2017-10-13 12:56:23    +1.45120000E-01    +1.10075000E-01    
498     2017-10-13 12:56:24    +1.09520000E-01    +6.37170000E-02    
499     2017-10-13 12:56:25    +7.52200000E-02    +1.02702000E-01    
500     2017-10-13 12:56:26    +1.35120000E-01    +1.18537000E-01    
501     2017-10-13 12:56:27    +1.30320000E-01    +6.40220000E-02    
502     2017-10-13 12:56:28    +1.58910000E-01    +9.26030000E-02    
503     2017-10-13 12:56:29    +1.63210000E-01    +8.15500000E-02    
504     2017-10-13 12:56:30    +1.25060000E-01    +7.18120000E-02    
505     2017-10-13 12:56:31    +1.12120000E-01    +6.24020000E-02    
506     2017-10-13 12:56:32    +1.14830000E-01    +1.10414000E-01    
507     2017-10-13 12:56:33    +6.53800000E-02    +9.95580000E-02    
508     2017-10-13 12:56:34    +6.79560000E-02    +6.59580000E-02    
509     2017-10-13 12:56:35    +7.20440000E-02    +5.99690000E-02    
510     2017-10-13 12:56:36    +9.08250000E-02    +6.66920000E-02    
511     2017-10-13 12:56:37    +1.13190000E-01    +8.20000000E-02    
512     2017-10-13 12:56:37    +1.09872000E-01    +1.00200000E-01    
513     2017-10-13 12:56:38    +8.73100000E-02    +5.56560000E-02    
514     2017-10-13 12:56:38    +7.29640000E-02    +5.37760000E-02    
515     2017-10-13 12:56:39    +1.17724000E-01    +6.65850000E-02    
516     2017-10-13 12:56:40    +9.29530000E-02    +4.69790000E-02    
517     2017-10-13 12:56:41    +7.81400000E-02    +6.60260000E-02    
518     2017-10-13 12:56:42    +8.39890000E-02    +7.65480000E-02    
519     2017-10-13 12:56:43    +1.04380000E-01    +7.96760000E-02    
520     2017-10-13 12:56:44    +1.03640000E-01    +7.51430000E-02    
521     2017-10-13 12:56:45    +1.07200000E-01    +8.48200000E-02    
522     2017-10-13 12:56:45    +1.24950000E-01    +1.04830000E-01    
523     2017-10-13 12:56:46    +1.09690000E-01    +9.34670000E-02    
524     2017-10-13 12:56:47    +1.14380000E-01    +1.02505000E-01    
525     2017-10-13 12:56:48    +9.35180000E-02    +5.43740000E-02    
526     2017-10-13 12:56:49    +9.64140000E-02    +5.84780000E-02    
527     2017-10-13 12:56:50    +1.01270000E-01    +1.17967000E-01    
528     2017-10-13 12:56:51    +1.33090000E-01    +9.59560000E-02    
529     2017-10-13 12:56:52    +1.43370000E-01    +8.37060000E-02    
530     2017-10-13 12:56:52    +1.17600000E-01    +9.34270000E-02    
531     2017-10-13 12:56:53    +1.31840000E-01    +7.34100000E-02    
532     2017-10-13 12:56:54    +1.04430000E-01    +4.31850000E-02    
533     2017-10-13 12:56:55    +1.11330000E-01    +8.79690000E-02    
534     2017-10-13 12:56:56    +1.09290000E-01    +8.31980000E-02    
535     2017-10-13 12:56:57    +6.14360000E-02    +3.99620000E-02    
536     2017-10-13 12:56:58    +1.19181000E-01    +8.78270000E-02    
537     2017-10-13 12:56:59    +7.83300000E-02    +8.92390000E-02    
538     2017-10-13 12:57:00    +6.64550000E-02    +3.71060000E-02    
539     2017-10-13 12:57:01    +1.13773000E-01    +5.65810000E-02    
540     2017-10-13 12:57:01    +6.89330000E-02    +5.43800000E-02    
541     2017-10-13 12:57:02    +8.91480000E-02    +5.78690000E-02    
542     2017-10-13 12:57:03    +8.66900000E-02    +9.60690000E-02    
543     2017-10-13 12:57:04    +1.13420000E-01    +1.11029000E-01    
544     2017-10-13 12:57:05    +1.15620000E-01    +5.35500000E-02    
545     2017-10-13 12:57:06    +1.20480000E-01    +1.08297000E-01    
546     2017-10-13 12:57:07    +1.04100000E-01    +1.03199000E-01    
547     2017-10-13 12:57:08    +1.34050000E-01    +1.00535000E-01    
548     2017-10-13 12:57:08    +9.21100000E-02    +1.00986000E-01    
549     2017-10-13 12:57:09    +6.20290000E-02    +3.14890000E-02    
550     2017-10-13 12:57:10    +6.59500000E-02    +7.26480000E-02    
551     2017-10-13 12:57:11    +5.99120000E-02    +6.56810000E-02    
552     2017-10-13 12:57:11    +1.03256000E-01    +6.11880000E-02    
553     2017-10-13 12:57:12    +7.58650000E-02    +7.93940000E-02    
554     2017-10-13 12:57:13    +5.32230000E-02    +7.53630000E-02    
555     2017-10-13 12:57:14    +7.37200000E-02    +5.80940000E-02    
556     2017-10-13 12:57:14    +6.81500000E-02    +9.78190000E-02    
557     2017-10-13 12:57:15    +7.98900000E-02    +5.66550000E-02    
558     2017-10-13 12:57:15    +1.14140000E-01    +9.84400000E-02    
559     2017-10-13 12:57:16    +1.02465000E-01    +4.57260000E-02    
560     2017-10-13 12:57:16    +7.95100000E-02    +9.66730000E-02    
561     2017-10-13 12:57:17    +1.12060000E-01    +6.64660000E-02    
562     2017-10-13 12:57:17    +1.15060000E-01    +4.38010000E-02    
563     2017-10-13 12:57:17    +1.01100000E-01    +3.53390000E-02    
564     2017-10-13 12:57:18    +9.08100000E-02    +8.60720000E-02    
565     2017-10-13 12:57:19    +4.75610000E-02    +3.19910000E-02    
566     2017-10-13 12:57:19    +3.50850000E-02    +6.12050000E-02    
567     2017-10-13 12:57:20    +4.46650000E-02    +5.78010000E-02    
568     2017-10-13 12:57:21    +9.56690000E-02    +4.71880000E-02    
569     2017-10-13 12:57:21    +8.50900000E-02    +4.36650000E-02    
570     2017-10-13 12:57:22    +9.61540000E-02    +4.82270000E-02    
571     2017-10-13 12:57:23    +8.02500000E-02    +8.09400000E-02    
572     2017-10-13 12:57:23    +1.07320000E-01    +5.10270000E-02    
573     2017-10-13 12:57:24    +7.76500000E-02    +8.98820000E-02    
574     2017-10-13 12:57:25    +1.15910000E-01    +6.10920000E-02    
575     2017-10-13 12:57:26    +7.22200000E-02    +8.40450000E-02    
576     2017-10-13 12:57:26    +5.26920000E-02    +3.08400000E-02    
577     2017-10-13 12:57:27    +6.34630000E-02    +6.55740000E-02    
578     2017-10-13 12:57:28    +8.94190000E-02    +4.98070000E-02    
579     2017-10-13 12:57:28    +1.18774000E-01    +6.30000000E-02    
580     2017-10-13 12:57:29    +7.49850000E-02    +6.07650000E-02    
581     2017-10-13 12:57:29    +8.08100000E-02    +1.06552000E-01    
582     2017-10-13 12:57:31    +9.40600000E-02    +5.11960000E-02    
583     2017-10-13 12:57:31    +8.93500000E-02    +1.02200000E-01    
584     2017-10-13 12:57:31    +8.08500000E-02    +4.99990000E-02    
585     2017-10-13 12:57:33    +8.72520000E-02    +4.76000000E-02    
586     2017-10-13 12:57:33    +6.71940000E-02    +7.87270000E-02    
587     2017-10-13 12:57:34    +5.96800000E-02    +8.67490000E-02    
588     2017-10-13 12:57:34    +1.05060000E-01    +9.81920000E-02    
589     2017-10-13 12:57:35    +9.25070000E-02    +4.58220000E-02    
590     2017-10-13 12:57:35    +6.81710000E-02    +7.60120000E-02    
591     2017-10-13 12:57:36    +1.07512000E-01    +6.39260000E-02    
592     2017-10-13 12:57:36    +7.96800000E-02    +4.24400000E-02    
593     2017-10-13 12:57:36    +6.34630000E-02    +7.08190000E-02    
594     2017-10-13 12:57:37    +1.00998000E-01    +5.97200000E-02    
595     2017-10-13 12:57:37    +5.56390000E-02    +6.36040000E-02    
596     2017-10-13 12:57:38    +4.09100000E-02    +4.34680000E-02    
597     2017-10-13 12:57:38    +1.03290000E-01    +9.17340000E-02    
598     2017-10-13 12:57:39    +8.69410000E-02    +3.86810000E-02    
599     2017-10-13 12:57:39    +5.83800000E-02    +6.88990000E-02    
600     2017-10-13 12:57:40    +5.25170000E-02    +2.82540000E-02    
601     2017-10-13 12:57:40    +1.12305000E-01    +6.17860000E-02    
602     2017-10-13 12:57:40    +7.71980000E-02    +7.72880000E-02    
603     2017-10-13 12:57:42    +6.74800000E-02    +8.36050000E-02    
604     2017-10-13 12:57:42    +4.78310000E-02    +3.49720000E-02    
605     2017-10-13 12:57:43    +8.27360000E-02    +3.74500000E-02    
606     2017-10-13 12:57:43    +6.32600000E-02    +7.82590000E-02    
607     2017-10-13 12:57:44    +1.03391000E-01    +9.07520000E-02    
608     2017-10-13 12:57:44    +5.87610000E-02    +4.31060000E-02    
609     2017-10-13 12:57:45    +5.22460000E-02    +4.85600000E-02    
610     2017-10-13 12:57:45    +1.11193000E-01    +6.78380000E-02    
611     2017-10-13 12:57:45    +7.41150000E-02    +7.93650000E-02    
612     2017-10-13 12:57:46    +5.51930000E-02    +7.57020000E-02    
613     2017-10-13 12:57:46    +6.08270000E-02    +5.65360000E-02    
614     2017-10-13 12:57:47    +6.53800000E-02    +9.98060000E-02    
615     2017-10-13 12:57:47    +1.11610000E-01    +6.56760000E-02    
616     2017-10-13 12:57:48    +1.27830000E-01    +6.07360000E-02    
617     2017-10-13 12:57:48    +1.10222000E-01    +6.60370000E-02    
618     2017-10-13 12:57:49    +7.13720000E-02    +7.23940000E-02    
619     2017-10-13 12:57:49    +1.10408000E-01    +9.34560000E-02    
620     2017-10-13 12:57:50    +1.10222000E-01    +9.43700000E-02    
621     2017-10-13 12:57:51    +8.76500000E-02    +1.02719000E-01    
622     2017-10-13 12:57:52    +7.92860000E-02    +4.06790000E-02    
623     2017-10-13 12:57:52    +6.62350000E-02    +4.63750000E-02    
624     2017-10-13 12:57:53    +9.83780000E-02    +4.99200000E-02    
625     2017-10-13 12:57:53    +8.36220000E-02    +5.08350000E-02    
626     2017-10-13 12:57:54    +6.72450000E-02    +6.49530000E-02    
627     2017-10-13 12:57:54    +6.73600000E-02    +7.79880000E-02    
628     2017-10-13 12:57:55    +6.27630000E-02    +6.65560000E-02    
629     2017-10-13 12:57:55    +5.60170000E-02    +5.50460000E-02    
630     2017-10-13 12:57:56    +6.85770000E-02    +5.54070000E-02    
631     2017-10-13 12:57:56    +7.55000000E-02    +1.02793000E-01    
632     2017-10-13 12:57:57    +6.35480000E-02    +6.75440000E-02    
633     2017-10-13 12:57:57    +6.71270000E-02    +4.40380000E-02    
634     2017-10-13 12:57:58    +1.09381000E-01    +9.86040000E-02    
635     2017-10-13 12:57:58    +9.70350000E-02    +4.69730000E-02    
636     2017-10-13 12:57:58    +8.84650000E-02    +9.98350000E-02    
637     2017-10-13 12:57:59    +6.12780000E-02    +8.07940000E-02    
638     2017-10-13 12:57:59    +5.49500000E-02    +7.49850000E-02    
639     2017-10-13 12:58:01    +1.06135000E-01    +6.56650000E-02    
640     2017-10-13 12:58:02    +1.29300000E-01    +1.14535000E-01    
641     2017-10-13 12:58:02    +1.46990000E-01    +1.10538000E-01    
642     2017-10-13 12:58:03    +9.13200000E-02    +1.08020000E-01    
643     2017-10-13 12:58:03    +1.07090000E-01    +1.02065000E-01    
644     2017-10-13 12:58:04    +1.14320000E-01    +9.58610000E-02    
645     2017-10-13 12:58:04    +9.78080000E-02    +6.47160000E-02    
646     2017-10-13 12:58:05    +8.21090000E-02    +3.76760000E-02    
647     2017-10-13 12:58:05    +7.32570000E-02    +8.87310000E-02    
648     2017-10-13 12:58:06    +6.34180000E-02    +9.14350000E-02    
649     2017-10-13 12:58:06    +5.20600000E-02    +5.33580000E-02    
650     2017-10-13 12:58:06    +9.64310000E-02    +5.39400000E-02    
651     2017-10-13 12:58:07    +7.92300000E-02    +5.05640000E-02    
652     2017-10-13 12:58:07    +1.20310000E-01    +8.11830000E-02    
653     2017-10-13 12:58:08    +1.00820000E-01    +9.32190000E-02    
654     2017-10-13 12:58:09    +7.32800000E-02    +6.08660000E-02    
655     2017-10-13 12:58:09    +5.04560000E-02    +6.44280000E-02    
656     2017-10-13 12:58:10    +4.82550000E-02    +6.48350000E-02    
657     2017-10-13 12:58:10    +1.03103000E-01    +5.91560000E-02    
658     2017-10-13 12:58:11    +8.29000000E-02    +9.94560000E-02    
659     2017-10-13 12:58:11    +9.56570000E-02    +6.60650000E-02    
660     2017-10-13 12:58:12    +1.09031000E-01    +9.04130000E-02    
661     2017-10-13 12:58:12    +5.33980000E-02    +5.32560000E-02    
662     2017-10-13 12:58:12    +8.58740000E-02    +4.30440000E-02    
663     2017-10-13 12:58:13    +9.88640000E-02    +9.80230000E-02    
664     2017-10-13 12:58:13    +5.92060000E-02    +7.40530000E-02    
665     2017-10-13 12:58:14    +8.32890000E-02    +4.75490000E-02    
666     2017-10-13 12:58:14    +1.11379000E-01    +1.02759000E-01    
667     2017-10-13 12:58:15    +1.08274000E-01    +5.08180000E-02    
668     2017-10-13 12:58:15    +7.55000000E-02    +8.41520000E-02    
669     2017-10-13 12:58:16    +5.63610000E-02    +5.56050000E-02    
670     2017-10-13 12:58:16    +4.60590000E-02    +6.59920000E-02    
671     2017-10-13 12:58:16    +1.12277000E-01    +8.19280000E-02    
672     2017-10-13 12:58:18    +7.86650000E-02    +6.21930000E-02    
673     2017-10-13 12:58:18    +7.74690000E-02    +1.05768000E-01    
674     2017-10-13 12:58:19    +6.41630000E-02    +9.04360000E-02    
675     2017-10-13 12:58:19    +7.36190000E-02    +1.05638000E-01    
676     2017-10-13 12:58:20    +7.15810000E-02    +6.14760000E-02    
677     2017-10-13 12:58:20    +9.72660000E-02    +1.18080000E-01    
678     2017-10-13 12:58:20    +7.75900000E-02    +1.09663000E-01    
679     2017-10-13 12:58:21    +1.03081000E-01    +8.64500000E-02    
680     2017-10-13 12:58:21    +7.20100000E-02    +5.04170000E-02    
681     2017-10-13 12:58:22    +6.74800000E-02    +1.00698000E-01    
682     2017-10-13 12:58:22    +6.00530000E-02    +3.42490000E-02    
683     2017-10-13 12:58:23    +1.17357000E-01    +9.08590000E-02    
684     2017-10-13 12:58:23    +9.67690000E-02    +4.01820000E-02    
685     2017-10-13 12:58:24    +7.49900000E-02    +9.10680000E-02    
686     2017-10-13 12:58:24    +5.34200000E-02    +4.35580000E-02    
687     2017-10-13 12:58:25    +7.22240000E-02    +8.57440000E-02    
688     2017-10-13 12:58:25    +1.01190000E-01    +8.05790000E-02    
689     2017-10-13 12:58:25    +9.84010000E-02    +3.76590000E-02    
690     2017-10-13 12:58:27    +7.24500000E-02    +8.25660000E-02    
691     2017-10-13 12:58:27    +1.06300000E-01    +6.50100000E-02    
692     2017-10-13 12:58:28    +5.95960000E-02    +4.02330000E-02    
693     2017-10-13 12:58:28    +9.14060000E-02    +3.77490000E-02    
694     2017-10-13 12:58:29    +1.14281000E-01    +7.52110000E-02    
695     2017-10-13 12:58:29    +9.32410000E-02    +7.97940000E-02    
696     2017-10-13 12:58:30    +1.00427000E-01    +7.94610000E-02    
697     2017-10-13 12:58:30    +1.15088000E-01    +7.50980000E-02    
698     2017-10-13 12:58:30    +4.92310000E-02    +4.17520000E-02    
699     2017-10-13 12:58:31    +1.03532000E-01    +7.28790000E-02    
700     2017-10-13 12:58:31    +5.56610000E-02    +6.32370000E-02    
701     2017-10-13 12:58:32    +3.87310000E-02    +5.79930000E-02    
702     2017-10-13 12:58:32    +1.05881000E-01    +8.67660000E-02    
703     2017-10-13 12:58:33    +1.00811000E-01    +3.88220000E-02    
704     2017-10-13 12:58:33    +9.16040000E-02    +9.73280000E-02    
705     2017-10-13 12:58:34    +1.18797000E-01    +7.61140000E-02    
706     2017-10-13 12:58:34    +6.47950000E-02    +4.92990000E-02    
707     2017-10-13 12:58:35    +5.54130000E-02    +5.61810000E-02    
708     2017-10-13 12:58:36    +6.91810000E-02    +8.42540000E-02    
709     2017-10-13 12:58:36    +1.08528000E-01    +1.16533000E-01    
710     2017-10-13 12:58:37    +1.13140000E-01    +6.15490000E-02    
711     2017-10-13 12:58:37    +9.36400000E-02    +1.14738000E-01    
712     2017-10-13 12:58:38    +1.18730000E-01    +5.70110000E-02    
713     2017-10-13 12:58:38    +1.30600000E-01    +5.75640000E-02    
714     2017-10-13 12:58:39    +1.33650000E-01    +1.02087000E-01    
715     2017-10-13 12:58:39    +1.26190000E-01    +4.58950000E-02    
716     2017-10-13 12:58:40    +1.12910000E-01    +9.36700000E-02    
717     2017-10-13 12:58:40    +6.50660000E-02    +5.64690000E-02    
718     2017-10-13 12:58:41    +7.52670000E-02    +8.95040000E-02    
719     2017-10-13 12:58:41    +1.07919000E-01    +8.02460000E-02    
720     2017-10-13 12:58:41    +9.02210000E-02    +3.25440000E-02    
721     2017-10-13 12:58:42    +5.22970000E-02    +6.93110000E-02    
722     2017-10-13 12:58:42    +1.09161000E-01    +7.28620000E-02    
723     2017-10-13 12:58:43    +7.21100000E-02    +3.87150000E-02    
724     2017-10-13 12:58:43    +8.71330000E-02    +5.70610000E-02    
725     2017-10-13 12:58:44    +6.59130000E-02    +7.46290000E-02    
726     2017-10-13 12:58:45    +1.02499000E-01    +4.83560000E-02    
727     2017-10-13 12:58:45    +6.28400000E-02    +5.78350000E-02    
728     2017-10-13 12:58:46    +4.51110000E-02    +3.67220000E-02    
729     2017-10-13 12:58:47    +8.82560000E-02    +8.80480000E-02    
730     2017-10-13 12:58:47    +5.09020000E-02    +3.60330000E-02    
731     2017-10-13 12:58:47    +5.72420000E-02    +8.00770000E-02    
732     2017-10-13 12:58:48    +7.71860000E-02    +3.23810000E-02    
733     2017-10-13 12:58:48    +6.69060000E-02    +9.16720000E-02    
734     2017-10-13 12:58:49    +4.92600000E-02    +7.91060000E-02    
735     2017-10-13 12:58:49    +7.75080000E-02    +1.03555000E-01    
736     2017-10-13 12:58:50    +7.75310000E-02    +4.15880000E-02    
737     2017-10-13 12:58:50    +6.08600000E-02    +8.96900000E-02    
738     2017-10-13 12:58:50    +1.01670000E-01    +4.92820000E-02    
739     2017-10-13 12:58:51    +6.32600000E-02    +4.54770000E-02    
740     2017-10-13 12:58:51    +5.69880000E-02    +3.11670000E-02    
741     2017-10-13 12:58:52    +4.29990000E-02    +4.40440000E-02    
742     2017-10-13 12:58:52    +1.05023000E-01    +5.53000000E-02    
743     2017-10-13 12:58:53    +6.70760000E-02    +4.56190000E-02    
744     2017-10-13 12:58:54    +6.64000000E-02    +7.78130000E-02    
745     2017-10-13 12:58:55    +5.46400000E-02    +6.41860000E-02    
746     2017-10-13 12:58:55    +1.10013000E-01    +8.95040000E-02    
747     2017-10-13 12:58:55    +6.64210000E-02    +8.02970000E-02    
748     2017-10-13 12:58:56    +1.07913000E-01    +9.19370000E-02    
749     2017-10-13 12:58:56    +8.78270000E-02    +9.15530000E-02    
750     2017-10-13 12:58:57    +4.78430000E-02    +5.14670000E-02    
751     2017-10-13 12:58:57    +6.83230000E-02    +9.35400000E-02    
752     2017-10-13 12:58:58    +1.14569000E-01    +9.47710000E-02    
753     2017-10-13 12:58:58    +6.24410000E-02    +7.07280000E-02    
754     2017-10-13 12:58:59    +1.12779000E-01    +9.64420000E-02    
755     2017-10-13 12:58:59    +8.67440000E-02    +4.53020000E-02    
756     2017-10-13 12:59:00    +6.16230000E-02    +7.65820000E-02    
757     2017-10-13 12:59:00    +9.62330000E-02    +5.50290000E-02    
758     2017-10-13 12:59:01    +9.75600000E-02    +1.09646000E-01    
759     2017-10-13 12:59:01    +8.82170000E-02    +1.07439000E-01    
760     2017-10-13 12:59:02    +6.22210000E-02    +8.04720000E-02    
761     2017-10-13 12:59:02    +7.42060000E-02    +1.03628000E-01    
762     2017-10-13 12:59:03    +8.92300000E-02    +7.58770000E-02    
763     2017-10-13 12:59:04    +1.33480000E-01    +1.02087000E-01    
764     2017-10-13 12:59:04    +1.47670000E-01    +1.02793000E-01    
765     2017-10-13 12:59:05    +1.11100000E-01    +9.73340000E-02    
766     2017-10-13 12:59:05    +1.23650000E-01    +7.74800000E-02    
767     2017-10-13 12:59:06    +1.16020000E-01    +8.89730000E-02    
768     2017-10-13 12:59:06    +1.24550000E-01    +7.46060000E-02    
