IDN: HEWLETT-PACKARD,34420A,0,9.0-5.0-2.0
 
Nr.     Date                   Data_on_Ch_1_[V]   Data_on_Ch_2_[V]   
381     2017-10-11 16:42:51    +4.12060000E+00    +4.09430000E+00    
382     2017-10-11 16:42:51    +4.12400000E+00    +4.07530000E+00    
383     2017-10-11 16:42:52    +4.11780000E+00    +4.05740000E+00    
384     2017-10-11 16:42:53    +4.21860000E+00    +4.14530000E+00    
385     2017-10-11 16:42:54    +4.20240000E+00    +4.14360000E+00    
386     2017-10-11 16:42:54    +4.09770000E+00    +4.07920000E+00    
387     2017-10-11 16:42:55    +4.20790000E+00    +4.15090000E+00    
388     2017-10-11 16:42:56    +4.15870000E+00    +4.11170000E+00    
389     2017-10-11 16:42:57    +4.21630000E+00    +4.17720000E+00    
390     2017-10-11 16:42:57    +4.19730000E+00    +4.15310000E+00    
391     2017-10-11 16:42:58    +4.14690000E+00    +4.10110000E+00    
392     2017-10-11 16:42:59    +4.12400000E+00    +4.10610000E+00    
393     2017-10-11 16:43:00    +4.16880000E+00    +4.14020000E+00    
394     2017-10-11 16:43:00    +4.12060000E+00    +4.08540000E+00    
395     2017-10-11 16:43:01    +4.08310000E+00    +4.07250000E+00    
396     2017-10-11 16:43:02    +4.09830000E+00    +4.07920000E+00    
397     2017-10-11 16:43:03    +4.17490000E+00    +4.14190000E+00    
398     2017-10-11 16:43:04    +4.15980000E+00    +4.10890000E+00    
399     2017-10-11 16:43:04    +4.10550000E+00    +4.08650000E+00    
400     2017-10-11 16:43:05    +4.14690000E+00    +4.12060000E+00    
401     2017-10-11 16:43:06    +4.18500000E+00    +4.12790000E+00    
402     2017-10-11 16:43:07    +4.18950000E+00    +4.15700000E+00    
403     2017-10-11 16:43:07    +4.09940000E+00    +4.07250000E+00    
404     2017-10-11 16:43:08    +4.09990000E+00    +4.08430000E+00    
405     2017-10-11 16:43:09    +4.11390000E+00    +4.09380000E+00    
406     2017-10-11 16:43:10    +4.12680000E+00    +4.08430000E+00    
407     2017-10-11 16:43:11    +4.09770000E+00    +4.07700000E+00    
408     2017-10-11 16:43:11    +4.12340000E+00    +4.08870000E+00    
409     2017-10-11 16:43:12    +4.20240000E+00    +4.16430000E+00    
410     2017-10-11 16:43:13    +4.15200000E+00    +4.12180000E+00    
411     2017-10-11 16:43:14    +4.17210000E+00    +4.11560000E+00    
412     2017-10-11 16:43:14    +4.09990000E+00    +4.08370000E+00    
413     2017-10-11 16:43:15    +4.11560000E+00    +4.08760000E+00    
414     2017-10-11 16:43:16    +4.17830000E+00    +4.14530000E+00    
415     2017-10-11 16:43:17    +4.16370000E+00    +4.14020000E+00    
416     2017-10-11 16:43:18    +4.14140000E+00    +4.12510000E+00    
417     2017-10-11 16:43:18    +4.22870000E+00    +4.16710000E+00    
418     2017-10-11 16:43:19    +4.16150000E+00    +4.12010000E+00    
