IDN: HEWLETT-PACKARD,34420A,0,9.0-5.0-2.0
 
Nr.      Date                   Data_on_Ch_1_[V]   Data_on_Ch_2_[V]
241      2017-10-12 13:35:05    +7.01200000E-01    -    
242      2017-10-12 13:35:05    +6.73850000E-01    -    
243      2017-10-12 13:35:05    +6.45540000E-01    -    
244      2017-10-12 13:35:05    +6.72490000E-01    -    
245      2017-10-12 13:35:06    +6.59440000E-01    -    
246      2017-10-12 13:35:06    +6.20730000E-01    -    
247      2017-10-12 13:35:06    +5.86090000E-01    -    
248      2017-10-12 13:35:06    +6.12140000E-01    -    
249      2017-10-12 13:35:07    +6.36500000E-01    -    
250      2017-10-12 13:35:07    +6.60340000E-01    -    
251      2017-10-12 13:35:07    +5.61170000E-01    -    
252      2017-10-12 13:35:08    +5.44100000E-01    -    
253      2017-10-12 13:35:08    +6.29320000E-01    -    
254      2017-10-12 13:35:08    +4.79960000E-01    -    
255      2017-10-12 13:35:08    +6.48420000E-01    -    
256      2017-10-12 13:35:09    +4.97590000E-01    -    
257      2017-10-12 13:35:09    +6.44070000E-01    -    
258      2017-10-12 13:35:09    +4.71590000E-01    -    
259      2017-10-12 13:35:10    +5.84730000E-01    -    
260      2017-10-12 13:35:10    +5.76420000E-01    -    
261      2017-10-12 13:35:10    +4.64080000E-01    -    
262      2017-10-12 13:35:10    +4.87420000E-01    -    
263      2017-10-12 13:35:11    +6.04110000E-01    -    
264      2017-10-12 13:35:11    +5.96200000E-01    -    
265      2017-10-12 13:35:11    +4.46160000E-01    -    
266      2017-10-12 13:35:11    +6.04280000E-01    -    
267      2017-10-12 13:35:11    +4.54640000E-01    -    
268      2017-10-12 13:35:12    +5.75520000E-01    -    
269      2017-10-12 13:35:12    +5.05330000E-01    -    
270      2017-10-12 13:35:12    +5.35280000E-01    -    
271      2017-10-12 13:35:12    +5.12730000E-01    -    
272      2017-10-12 13:35:13    +5.66530000E-01    -    
273      2017-10-12 13:35:13    +4.33220000E-01    -    
274      2017-10-12 13:35:13    +5.15330000E-01    -    
275      2017-10-12 13:35:13    +5.86710000E-01    -    
276      2017-10-12 13:35:13    +5.30420000E-01    -    
277      2017-10-12 13:35:14    +4.08640000E-01    -    
278      2017-10-12 13:35:14    +4.82670000E-01    -    
279      2017-10-12 13:35:14    +5.51050000E-01    -    
280      2017-10-12 13:35:14    +5.66870000E-01    -    
281      2017-10-12 13:35:14    +4.33050000E-01    -    
282      2017-10-12 13:35:15    +3.94850000E-01    -    
283      2017-10-12 13:35:15    +3.92530000E-01    -    
284      2017-10-12 13:35:15    +3.89140000E-01    -    
285      2017-10-12 13:35:15    +3.95700000E-01    -    
286      2017-10-12 13:35:16    +5.15050000E-01    -    
